idx,n,steps,in,out,epsilon,sigma,eW,truth,tNoise,tBias,dual,tA,tB,envA,prefA,shockT,shockΔ,bfθ,bfp,bfGain,CA,EA,seed,avg,std,delta,mae,tt_converge
113,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,U(0.4,0.3,0,0.6485715945190818,0.005681138897390255,0.02414847971969758,0.2014284054809181,82
114,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,U(0.4,0.3,1,0.6483196087070531,0.005678698485124683,0.023301911530420938,0.20168039129294713,83
115,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,U(0.4,0.8,0,0.6495681683933597,0.005580808248054497,0.023316212775949974,0.2004318316066403,83
116,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,U(0.4,0.8,1,0.6490316213319128,0.005842399782978922,0.024794161894646893,0.2009683786680872,82
117,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,U(0.4,N(0.6,0,0.6506247882878975,0.005701533348855165,0.023732958100073254,0.1993752117121028,82
118,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,U(0.4,N(0.6,1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
119,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,U(0.4,0.15),0,0.6508233306596142,0.005565759667725034,0.023283493258034138,0.1991766693403854,78
120,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,U(0.4,0.15),1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
121,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,0.9),0.3,0,0.6511497811308437,0.00556500564013528,0.023842010473789865,0.19885021886915627,83
122,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,0.9),0.3,1,0.6483196087070531,0.005678698485124683,0.023301911530420938,0.20168039129294713,83
123,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,0.9),0.8,0,0.6482895146260345,0.00595284354380598,0.022564822490524716,0.20171048537396494,83
124,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,0.9),0.8,1,0.6490316213319128,0.005842399782978922,0.024794161894646893,0.2009683786680872,82
125,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,0.9),N(0.6,0,0.648110570675688,0.005384511453004804,0.02082323527081098,0.20188942932431192,81
126,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,0.9),N(0.6,1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
127,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,0.9),0.15),0,0.6516085582507136,0.005756236063565902,0.02139375220005879,0.1983914417492864,80
128,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,180,-0.2,0.25,0.25,2,0.9),0.15),1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
129,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.3,0.3,0,0.651190552946425,0.006348099616973016,0.03255578923266822,0.19880944705357528,79
130,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.3,0.3,1,0.6490659740758414,0.007398390409174515,0.03386444813262357,0.20093402592415838,83
131,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.3,0.8,0,0.6525272921404064,0.007200482985294207,0.03695259052944111,0.19747270785959312,80
132,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.3,0.8,1,0.6497663034873898,0.007268729546054509,0.034652058007747955,0.20023369651261,83
133,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.3,N(0.6,0,0.6510930156289649,0.006753135381606076,0.0352799108187668,0.1989069843710354,79
134,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.3,N(0.6,1,0.6490823031992758,0.007743605135019496,0.034888890288923835,0.20091769680072413,80
135,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.3,0.15),0,0.652824783427048,0.0069387734739934075,0.03443881520924852,0.1971752165729521,79
136,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.3,0.15),1,0.6490823031992758,0.007743605135019496,0.034888890288923835,0.20091769680072413,80
137,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.6,0.3,0,0.6513327067640496,0.005201374136681412,0.019116382790241304,0.19866729323595053,80
138,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.6,0.3,1,0.6483180928092022,0.005340017188753888,0.02144028206876125,0.20168190719079773,82
139,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.6,0.8,0,0.6489151022011207,0.005690383770254858,0.018698383032530574,0.20108489779887936,79
140,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.6,0.8,1,0.6490469889341784,0.005508808826204107,0.021773204695156423,0.2009530110658217,82
141,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.6,N(0.6,0,0.6516887518096105,0.005245050063799213,0.019208751888720177,0.19831124819038937,81
142,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.6,N(0.6,1,0.6483070178154743,0.005634641637524363,0.020626970798206856,0.20169298218452586,79
143,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.6,0.15),0,0.6484403903559339,0.005355591144638012,0.01976637100122136,0.2015596096440664,80
144,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.6,0.15),1,0.6483070178154743,0.005634641637524363,0.020626970798206856,0.20169298218452586,79
145,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,U(0.4,0.3,0,0.6529772010830951,0.005880772058399883,0.02326154171338435,0.19702279891690477,83
146,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,U(0.4,0.3,1,0.6484168068391021,0.005678698485124703,0.02330191153042127,0.2015831931608981,83
147,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,U(0.4,0.8,0,0.647144730704783,0.005984155598719568,0.024480917820167702,0.20285526929521713,81
148,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,U(0.4,0.8,1,0.6491288194639612,0.005842399782978934,0.024794161894647337,0.2008711805360383,82
149,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,U(0.4,N(0.6,0,0.6510038508091341,0.005850782769324023,0.02415256659014442,0.19899614919086614,84
150,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,U(0.4,N(0.6,1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
151,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,U(0.4,0.15),0,0.6527736473807717,0.005743291305889255,0.022729424225190864,0.19722635261922836,82
152,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,U(0.4,0.15),1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
153,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.9),0.3,0,0.6512360298004135,0.006082339310385826,0.023719605986957992,0.1987639701995862,80
154,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.9),0.3,1,0.6484168068391021,0.005678698485124703,0.02330191153042127,0.2015831931608981,83
155,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.9),0.8,0,0.6482710346450137,0.005309935604654239,0.022790374228483956,0.20172896535498613,80
156,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.9),0.8,1,0.6491288194639612,0.005842399782978934,0.024794161894647337,0.2008711805360383,82
157,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.9),N(0.6,0,0.6533065367811313,0.0058511076547963095,0.02497224291940514,0.19669346321886874,82
158,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.9),N(0.6,1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
159,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.9),0.15),0,0.6518181203020071,0.0059829935476368055,0.024912157762094544,0.19818187969799272,81
160,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,1,0.9),0.15),1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
161,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.3,0.3,0,0.6520910941033771,0.006744125423805656,0.030902282311023432,0.19790890589662266,81
162,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.3,0.3,1,0.6490659740758414,0.007398390409174515,0.03386444813262357,0.20093402592415838,83
163,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.3,0.8,0,0.6505270034995395,0.006996579586585876,0.0338453484186616,0.1994729965004602,79
164,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.3,0.8,1,0.6497663034873898,0.007268729546054509,0.034652058007747955,0.20023369651261,83
165,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.3,N(0.6,0,0.6500204786183921,0.007779706019475635,0.03659485400851237,0.19997952138160838,82
166,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.3,N(0.6,1,0.6490823031992758,0.007743605135019496,0.034888890288923835,0.20091769680072413,80
167,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.3,0.15),0,0.6500344963714089,0.00763021482221903,0.03845324664491789,0.19996550362859117,82
168,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.3,0.15),1,0.6490823031992758,0.007743605135019496,0.034888890288923835,0.20091769680072413,80
169,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.6,0.3,0,0.6513622227472308,0.005492012059795627,0.0214610825814755,0.1986377772527691,84
170,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.6,0.3,1,0.6483180928092022,0.005340017188753888,0.02144028206876125,0.20168190719079773,82
171,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.6,0.8,0,0.6461766769806606,0.005504282334262266,0.023994010751884343,0.20382332301934,84
172,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.6,0.8,1,0.6490469889341784,0.005508808826204107,0.021773204695156423,0.2009530110658217,82
173,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.6,N(0.6,0,0.6494384127351792,0.005396171688339383,0.019559528122814585,0.2005615872648207,84
174,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.6,N(0.6,1,0.6483070178154743,0.005634641637524363,0.020626970798206856,0.20169298218452586,79
175,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.6,0.15),0,0.6505812539009326,0.005406877533731319,0.018973730491282814,0.1994187460990676,81
176,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.6,0.15),1,0.6483070178154743,0.005634641637524363,0.020626970798206856,0.20169298218452586,79
177,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,U(0.4,0.3,0,0.6501454841540868,0.006012656319310335,0.022642839604954834,0.19985451584591313,77
178,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,U(0.4,0.3,1,0.6484168068391021,0.005678698485124703,0.02330191153042127,0.2015831931608981,83
179,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,U(0.4,0.8,0,0.6500613825220225,0.005818040347195756,0.021253156530950612,0.1999386174779775,82
180,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,U(0.4,0.8,1,0.6491288194639612,0.005842399782978934,0.024794161894647337,0.2008711805360383,82
181,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,U(0.4,N(0.6,0,0.6511228576220202,0.005311608283237479,0.02308631494367941,0.19887714237797977,82
182,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,U(0.4,N(0.6,1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
183,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,U(0.4,0.15),0,0.6516693395173264,0.005636714599552108,0.02448509032044499,0.1983306604826733,78
184,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,U(0.4,0.15),1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
185,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.9),0.3,0,0.6517600629547711,0.005356694617046737,0.020844900060949967,0.1982399370452291,86
186,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.9),0.3,1,0.6484168068391021,0.005678698485124703,0.02330191153042127,0.2015831931608981,83
187,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.9),0.8,0,0.6513426608682902,0.005354315268948798,0.02140837260721573,0.19865733913170971,81
188,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.9),0.8,1,0.6491288194639612,0.005842399782978934,0.024794161894647337,0.2008711805360383,82
189,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.9),N(0.6,0,0.6513688577935791,0.0058127369994721775,0.024391096827082404,0.19863114220642097,82
190,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.9),N(0.6,1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
191,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.9),0.15),0,0.6485988315461239,0.005870685552045024,0.025611936630012933,0.20140116845387634,82
192,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0,2,0.9),0.15),1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
193,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.3,0.3,0,0.6514221396407649,0.007827624768671363,0.03764843766148629,0.19857786035923566,83
194,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.3,0.3,1,0.6490659740758414,0.007398390409174515,0.03386444813262357,0.20093402592415838,83
195,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.3,0.8,0,0.6503156514339699,0.0068647466224208515,0.03357988412976298,0.19968434856603026,82
196,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.3,0.8,1,0.6497663034873898,0.007268729546054509,0.034652058007747955,0.20023369651261,83
197,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.3,N(0.6,0,0.6523523572287202,0.007370908327037753,0.04491267986433245,0.19764764277127966,84
198,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.3,N(0.6,1,0.6490823031992758,0.007743605135019496,0.034888890288923835,0.20091769680072413,80
199,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.3,0.15),0,0.6481491192143346,0.008201403948282709,0.035557071798608786,0.20185088078566515,81
200,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.3,0.15),1,0.6490823031992758,0.007743605135019496,0.034888890288923835,0.20091769680072413,80
201,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.6,0.3,0,0.6528152743707335,0.005673544244773446,0.01997614260824654,0.1971847256292663,78
202,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.6,0.3,1,0.6483180928092022,0.005340017188753888,0.02144028206876125,0.20168190719079773,82
203,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.6,0.8,0,0.6499893737152811,0.005280124481629782,0.02166779182478007,0.20001062628471938,79
204,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.6,0.8,1,0.6490469889341784,0.005508808826204107,0.021773204695156423,0.2009530110658217,82
205,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.6,N(0.6,0,0.647063850260923,0.005353590161250794,0.019161679261551212,0.20293614973907687,81
206,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.6,N(0.6,1,0.6483070178154743,0.005634641637524363,0.020626970798206856,0.20169298218452586,79
207,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.6,0.15),0,0.6488476493354534,0.005440402841814586,0.01862092220551137,0.20115235066454648,79
208,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.6,0.15),1,0.6483070178154743,0.005634641637524363,0.020626970798206856,0.20169298218452586,79
209,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,U(0.4,0.3,0,0.6518616247640132,0.005603187228384659,0.022382222836243137,0.1981383752359868,80
210,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,U(0.4,0.3,1,0.6484168068391021,0.005678698485124703,0.02330191153042127,0.2015831931608981,83
211,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,U(0.4,0.8,0,0.651433265623838,0.005474156627886738,0.021155152564064195,0.1985667343761616,78
212,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,U(0.4,0.8,1,0.6491288194639612,0.005842399782978934,0.024794161894647337,0.2008711805360383,82
213,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,U(0.4,N(0.6,0,0.6504697241395082,0.0055240061448710255,0.022588149036745442,0.19953027586049138,78
214,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,U(0.4,N(0.6,1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
215,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,U(0.4,0.15),0,0.649631973832075,0.005828269669327231,0.020445226316436416,0.20036802616792534,80
216,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,U(0.4,0.15),1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
217,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.9),0.3,0,0.6488751476672304,0.005669652763548604,0.0235847272982177,0.20112485233276955,81
218,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.9),0.3,1,0.6484168068391021,0.005678698485124703,0.02330191153042127,0.2015831931608981,83
219,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.9),0.8,0,0.6493344819411849,0.005744424805911777,0.02336978520039945,0.2006655180588148,79
220,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.9),0.8,1,0.6491288194639612,0.005842399782978934,0.024794161894647337,0.2008711805360383,82
221,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.9),N(0.6,0,0.6499352509833433,0.00576283075477401,0.020962178776793294,0.2000647490166567,80
222,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.9),N(0.6,1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
223,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.9),0.15),0,0.6520568594487878,0.005568258730937139,0.02197582340793003,0.19794314055121245,80
224,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,1,0.9),0.15),1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
225,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.3,0.3,0,0.650333468277983,0.007563250407604861,0.035820026708390684,0.1996665317220172,81
226,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.3,0.3,1,0.6490659740758414,0.007398390409174515,0.03386444813262357,0.20093402592415838,83
227,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.3,0.8,0,0.651865526925487,0.007078589312966433,0.03171474130043461,0.19813447307451337,80
228,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.3,0.8,1,0.6497663034873898,0.007268729546054509,0.034652058007747955,0.20023369651261,83
229,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.3,N(0.6,0,0.6502076815999032,0.007015736299546658,0.03224648894445825,0.1997923184000966,81
230,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.3,N(0.6,1,0.6490823031992758,0.007743605135019496,0.034888890288923835,0.20091769680072413,80
