idx,n,steps,in,out,epsilon,sigma,eW,truth,tNoise,tBias,dual,tA,tB,envA,prefA,shockT,shockΔ,bfθ,bfp,bfGain,CA,EA,seed,avg,std,delta,mae,tt_converge
231,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.3,0.15),0,0.6469835283146539,0.007444441335604708,0.03759158624454062,0.20301647168534567,83
232,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.3,0.15),1,0.6490823031992758,0.007743605135019496,0.034888890288923835,0.20091769680072413,80
233,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.6,0.3,0,0.6473631420405701,0.005610710922971734,0.020296697114169038,0.20263685795942987,82
234,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.6,0.3,1,0.6483180928092022,0.005340017188753888,0.02144028206876125,0.20168190719079773,82
235,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.6,0.8,0,0.6517279670128334,0.005506851021351108,0.020318756717561004,0.19827203298716659,81
236,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.6,0.8,1,0.6490469889341784,0.005508808826204107,0.021773204695156423,0.2009530110658217,82
237,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.6,N(0.6,0,0.6495001217568279,0.0052244230797924285,0.020310319917669406,0.200499878243172,82
238,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.6,N(0.6,1,0.6483070178154743,0.005634641637524363,0.020626970798206856,0.20169298218452586,79
239,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.6,0.15),0,0.6502054652495792,0.005085650154119056,0.019384994527456234,0.1997945347504211,80
240,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.6,0.15),1,0.6483070178154743,0.005634641637524363,0.020626970798206856,0.20169298218452586,79
241,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,U(0.4,0.3,0,0.6528864091199338,0.005659800310428305,0.021359455913717795,0.19711359088006597,81
242,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,U(0.4,0.3,1,0.6484168068391021,0.005678698485124703,0.02330191153042127,0.2015831931608981,83
243,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,U(0.4,0.8,0,0.6533816871138945,0.005618730601305844,0.023459897229975213,0.19661831288610546,77
244,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,U(0.4,0.8,1,0.6491288194639612,0.005842399782978934,0.024794161894647337,0.2008711805360383,82
245,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,U(0.4,N(0.6,0,0.6518345524586324,0.005525454599648325,0.022479021956456458,0.19816544754136778,86
246,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,U(0.4,N(0.6,1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
247,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,U(0.4,0.15),0,0.6474457669013078,0.005522468360666162,0.02298083496375536,0.20255423309869175,81
248,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,U(0.4,0.15),1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
249,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.9),0.3,0,0.6510737400548976,0.0060114830332070514,0.02386540350305688,0.1989262599451022,79
250,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.9),0.3,1,0.6484168068391021,0.005678698485124703,0.02330191153042127,0.2015831931608981,83
251,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.9),0.8,0,0.6497905674180023,0.005202856977065863,0.02318382690263865,0.20020943258199758,82
252,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.9),0.8,1,0.6491288194639612,0.005842399782978934,0.024794161894647337,0.2008711805360383,82
253,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.9),N(0.6,0,0.6532038845280727,0.00589239582681786,0.024101966530929997,0.1967961154719276,79
254,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.9),N(0.6,1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
255,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.9),0.15),0,0.6500338467976516,0.005986963421164156,0.02371228426139782,0.19996615320234862,83
256,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,U(0.3,-1,0,0.25,0.25,2,0.9),0.15),1,0.6483970219396098,0.006059268540934317,0.023853150456973338,0.2016029780603898,80
257,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.3,0.3,0,0.649465515723374,0.007154155015794402,0.033032452762359,0.2005344842766261,80
258,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.3,0.3,1,0.6489687759437923,0.007398390409174523,0.03386444813262346,0.20103122405620744,83
259,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.3,0.8,0,0.6466453384046872,0.00797525594777691,0.042445694661224165,0.20335466159531307,79
260,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.3,0.8,1,0.649669105355341,0.007268729546054509,0.03465205800774762,0.200330894644659,83
261,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.3,N(0.6,0,0.6512437374296308,0.0068435870621387715,0.027946968177763987,0.19875626257036916,79
262,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.3,N(0.6,1,0.6489851050672268,0.007743605135019491,0.034888890288923835,0.20101489493277303,80
263,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.3,0.15),0,0.6525716219608358,0.007041123211889816,0.033390175441924796,0.19742837803916388,81
264,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.3,0.15),1,0.6489851050672268,0.007743605135019491,0.034888890288923835,0.20101489493277303,80
265,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.6,0.3,0,0.6507779222375651,0.005577251034135602,0.01896579187366776,0.19922207776243483,81
266,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.6,0.3,1,0.648220894677153,0.005340017188753884,0.02144028206876103,0.20177910532284657,82
267,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.6,0.8,0,0.6488066534258323,0.005510989776005963,0.020424699498853283,0.20119334657416746,82
268,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.6,0.8,1,0.6489497908021293,0.005508808826204088,0.021773204695156645,0.20105020919787073,82
269,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.6,N(0.6,0,0.6502563639905792,0.0054146131234306255,0.019663629105654112,0.19974363600942077,79
270,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.6,N(0.6,1,0.6482098196834246,0.00563464163752437,0.020626970798207078,0.20179018031657517,79
271,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.6,0.15),0,0.6523301390609119,0.005551344393463574,0.02081330149548477,0.1976698609390881,79
272,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.6,0.15),1,0.6482098196834246,0.00563464163752437,0.020626970798207078,0.20179018031657517,79
273,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,U(0.4,0.3,0,0.6476850402653447,0.0059654054927954624,0.024219150441372572,0.20231495973465488,77
274,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,U(0.4,0.3,1,0.6483196087070531,0.005678698485124683,0.023301911530420938,0.20168039129294713,83
275,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,U(0.4,0.8,0,0.6493262023459796,0.005962706562445766,0.023548747152162375,0.2006737976540205,83
276,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,U(0.4,0.8,1,0.6490316213319128,0.005842399782978922,0.024794161894646893,0.2009683786680872,82
277,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,U(0.4,N(0.6,0,0.6506735716373931,0.005595136287876999,0.024285684822459408,0.19932642836260747,79
278,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,U(0.4,N(0.6,1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
279,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,U(0.4,0.15),0,0.6517852015750165,0.005639824891444794,0.02343310099057372,0.19821479842498374,82
280,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,U(0.4,0.15),1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
281,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.9),0.3,0,0.649069768271455,0.0059018788301520965,0.024120352008050183,0.20093023172854502,79
282,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.9),0.3,1,0.6483196087070531,0.005678698485124683,0.023301911530420938,0.20168039129294713,83
283,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.9),0.8,0,0.6522800497910144,0.0058070931337836276,0.021795227760449953,0.1977199502089859,82
284,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.9),0.8,1,0.6490316213319128,0.005842399782978922,0.024794161894646893,0.2009683786680872,82
285,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.9),N(0.6,0,0.6506806542624416,0.005887831098404928,0.02128181456040046,0.19931934573755813,77
286,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.9),N(0.6,1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
287,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.9),0.15),0,0.6499345794705352,0.0057275392360846816,0.02201195127706701,0.2000654205294643,86
288,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,1,0.9),0.15),1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
289,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.3,0.3,0,0.6481149898410291,0.007583195606444197,0.03570845601808359,0.20188501015897092,80
290,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.3,0.3,1,0.6489687759437923,0.007398390409174523,0.03386444813262346,0.20103122405620744,83
291,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.3,0.8,0,0.6480157407828158,0.00748614139228391,0.03404411088483905,0.20198425921718435,81
292,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.3,0.8,1,0.649669105355341,0.007268729546054509,0.03465205800774762,0.200330894644659,83
293,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.3,N(0.6,0,0.653089504335708,0.0067452603850029266,0.030008674402858704,0.19691049566429167,80
294,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.3,N(0.6,1,0.6489851050672268,0.007743605135019491,0.034888890288923835,0.20101489493277303,80
295,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.3,0.15),0,0.6512588212611691,0.007378896138436651,0.032527356909251126,0.19874117873883088,82
296,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.3,0.15),1,0.6489851050672268,0.007743605135019491,0.034888890288923835,0.20101489493277303,80
297,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.6,0.3,0,0.6515037425080145,0.005592840209206589,0.020374507860792535,0.19849625749198566,82
298,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.6,0.3,1,0.648220894677153,0.005340017188753884,0.02144028206876103,0.20177910532284657,82
299,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.6,0.8,0,0.6507804396034851,0.005170248998073002,0.018292486094978355,0.1992195603965148,77
300,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.6,0.8,1,0.6489497908021293,0.005508808826204088,0.021773204695156645,0.20105020919787073,82
301,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.6,N(0.6,0,0.6487988303986182,0.005598078952627246,0.021173012762030874,0.2012011696013821,83
302,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.6,N(0.6,1,0.6482098196834246,0.00563464163752437,0.020626970798207078,0.20179018031657517,79
303,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.6,0.15),0,0.6541834146674,0.005659977872049083,0.019594292044311623,0.19581658533259966,83
304,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.6,0.15),1,0.6482098196834246,0.00563464163752437,0.020626970798207078,0.20179018031657517,79
305,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,U(0.4,0.3,0,0.6489334423117198,0.005744453772176826,0.022040663245164405,0.20106655768828066,81
306,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,U(0.4,0.3,1,0.6483196087070531,0.005678698485124683,0.023301911530420938,0.20168039129294713,83
307,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,U(0.4,0.8,0,0.6513732943015138,0.005547322052899374,0.02219170843784002,0.198626705698486,84
308,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,U(0.4,0.8,1,0.6490316213319128,0.005842399782978922,0.024794161894646893,0.2009683786680872,82
309,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,U(0.4,N(0.6,0,0.6479156093405954,0.0059602047731352635,0.023861394605933617,0.20208439065940453,81
310,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,U(0.4,N(0.6,1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
311,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,U(0.4,0.15),0,0.6502738032418154,0.005935533273212332,0.023893433330924863,0.19972619675818476,84
312,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,U(0.4,0.15),1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
313,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.9),0.3,0,0.6491993728730138,0.0061175867762059384,0.02498445026609586,0.20080062712698615,79
314,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.9),0.3,1,0.6483196087070531,0.005678698485124683,0.023301911530420938,0.20168039129294713,83
315,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.9),0.8,0,0.6523129748087994,0.006050616292207077,0.02351883778974273,0.19768702519120054,84
316,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.9),0.8,1,0.6490316213319128,0.005842399782978922,0.024794161894646893,0.2009683786680872,82
317,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.9),N(0.6,0,0.6505288013875851,0.005428516412919368,0.022267632613580224,0.199471198612415,80
318,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.9),N(0.6,1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
319,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.9),0.15),0,0.6481245726175806,0.005897539386250855,0.021114055467270965,0.2018754273824199,85
320,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0,2,0.9),0.15),1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
321,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.3,0.3,0,0.6525811861654691,0.006824844275545228,0.03578294431073803,0.19741881383453055,81
322,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.3,0.3,1,0.6489687759437923,0.007398390409174523,0.03386444813262346,0.20103122405620744,83
323,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.3,0.8,0,0.647220156088801,0.007371836817965844,0.04316359389203994,0.20277984391119871,79
324,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.3,0.8,1,0.649669105355341,0.007268729546054509,0.03465205800774762,0.200330894644659,83
325,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.3,N(0.6,0,0.6474110278315095,0.006711459950783948,0.032142298788334855,0.2025889721684905,82
326,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.3,N(0.6,1,0.6489851050672268,0.007743605135019491,0.034888890288923835,0.20101489493277303,80
327,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.3,0.15),0,0.6480169469767023,0.007180028192441066,0.031224229887218846,0.20198305302329744,81
328,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.3,0.15),1,0.6489851050672268,0.007743605135019491,0.034888890288923835,0.20101489493277303,80
329,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.6,0.3,0,0.6513755676246805,0.0052335916398405305,0.020078398998643054,0.1986244323753196,84
330,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.6,0.3,1,0.648220894677153,0.005340017188753884,0.02144028206876103,0.20177910532284657,82
331,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.6,0.8,0,0.6479567235509481,0.005150964150531401,0.01820284459445387,0.20204327644905176,77
332,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.6,0.8,1,0.6489497908021293,0.005508808826204088,0.021773204695156645,0.20105020919787073,82
333,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.6,N(0.6,0,0.6506323976373758,0.005605666326387856,0.020909059703497435,0.19936760236262402,83
334,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.6,N(0.6,1,0.6482098196834246,0.00563464163752437,0.020626970798207078,0.20179018031657517,79
335,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.6,0.15),0,0.6501363231384196,0.005287071752394443,0.020119726691825157,0.19986367686158057,78
336,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.6,0.15),1,0.6482098196834246,0.00563464163752437,0.020626970798207078,0.20179018031657517,79
337,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,U(0.4,0.3,0,0.6476840495023833,0.0058102889111463375,0.023986847480373275,0.20231595049761653,84
338,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,U(0.4,0.3,1,0.6483196087070531,0.005678698485124683,0.023301911530420938,0.20168039129294713,83
339,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,U(0.4,0.8,0,0.6517294199644056,0.005712896953386275,0.022874191785894338,0.19827058003559414,81
340,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,U(0.4,0.8,1,0.6490316213319128,0.005842399782978922,0.024794161894646893,0.2009683786680872,82
341,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,U(0.4,N(0.6,0,0.6497195770331675,0.005597943196060861,0.025158372858861466,0.20028042296683246,81
342,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,U(0.4,N(0.6,1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
343,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,U(0.4,0.15),0,0.6507213122205449,0.0056362240860443604,0.02203649615771741,0.19927868777945537,81
344,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,U(0.4,0.15),1,0.6482998238075617,0.006059268540934316,0.023853150456974226,0.20170017619243885,80
345,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.9),0.3,0,0.6503323266791127,0.005807414986889215,0.022091557394351202,0.19966767332088792,80
346,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.9),0.3,1,0.6483196087070531,0.005678698485124683,0.023301911530420938,0.20168039129294713,83
347,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.9),0.8,0,0.6517943303357636,0.005570411051022346,0.02340535348248196,0.19820566966423608,81
348,200,365,1.2,0.2,0.02,0,0.02,0.6,0.05,0,on,0.35,0.85,0.3,0.7),180,-0.2,0.25,0.25,1,0.9),0.8,1,0.6490316213319128,0.005842399782978922,0.024794161894646893,0.2009683786680872,82
