idx,n,steps,inTrust,outTrust,epsilon,sigma,evidenceWeight,truth,CA_spec,EA_spec,avg,std,delta
1647,200,365,1.8,0.8,0.02,0.01,0.05,0.6,0.9),N(0.6,0.5983802326886696,0.01672016735042142,0.09547207860561036
1648,200,365,1.8,0.8,0.02,0.01,0.05,0.6,0.9),0.15),0.5975735211868033,0.01648327243690579,0.09181300444826168
1649,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.3,0.3,0.6983566470274154,0.021771051545588192,0.1382037314768233
1650,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.3,0.8,0.6972916761898048,0.019992308096897435,0.15222357328948166
1651,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.3,N(0.6,0.6999081972286173,0.01974338523770946,0.10794407111262527
1652,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.3,0.15),0.7005405957859281,0.01893453161587272,0.09699539469761842
1653,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.6,0.3,0.7000634100658819,0.013245062018323575,0.08334110494142222
1654,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.6,0.8,0.6974900018864824,0.012932076856781103,0.07556006607204424
1655,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.6,N(0.6,0.6998508429432172,0.014995503576338012,0.07172320335823956
1656,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.6,0.15),0.7032929999371379,0.013362581097805927,0.07028158931559036
1657,200,365,1.8,0.8,0.02,0.01,0.05,0.7,U(0.4,0.3,0.7003091481807756,0.01711097390335522,0.08842345022404352
1658,200,365,1.8,0.8,0.02,0.01,0.05,0.7,U(0.4,0.8,0.6970534059767551,0.015242240744775658,0.07492491174655802
1659,200,365,1.8,0.8,0.02,0.01,0.05,0.7,U(0.4,N(0.6,0.6983327541478029,0.016406143019688787,0.09183803578421612
1660,200,365,1.8,0.8,0.02,0.01,0.05,0.7,U(0.4,0.15),0.7032779823435571,0.01636220848917431,0.08511765204815902
1661,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.9),0.3,0.6971400892283209,0.015202657475058,0.09115670652072416
1662,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.9),0.8,0.6995249440482035,0.014077985724429039,0.08181855668063653
1663,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.9),N(0.6,0.7029593596338285,0.018858818150881734,0.12280682541341448
1664,200,365,1.8,0.8,0.02,0.01,0.05,0.7,0.9),0.15),0.6977718557257002,0.015306227109271556,0.08741050790403682
1665,200,365,1.8,0.8,0.05,0,0.02,0.6,0.3,0.3,0.5999418407291577,2.092350712701801e-15,3.3306690738754696e-16
1666,200,365,1.8,0.8,0.05,0,0.02,0.6,0.3,0.8,0.5999322042527073,1.205192989416296e-15,4.440892098500626e-16
1667,200,365,1.8,0.8,0.05,0,0.02,0.6,0.3,N(0.6,0.5999445626116541,1.3799853365199568e-16,6.661338147750939e-16
1668,200,365,1.8,0.8,0.05,0,0.02,0.6,0.3,0.15),0.5999341570928466,6.264649234773272e-16,4.440892098500626e-16
1669,200,365,1.8,0.8,0.05,0,0.02,0.6,0.6,0.3,0.5999410100011184,1.7559432803385733e-15,3.3306690738754696e-16
1670,200,365,1.8,0.8,0.05,0,0.02,0.6,0.6,0.8,0.599934604962897,3.2906456082846107e-16,3.3306690738754696e-16
1671,200,365,1.8,0.8,0.05,0,0.02,0.6,0.6,N(0.6,0.599936161936939,2.173968637972716e-15,8.881784197001252e-16
1672,200,365,1.8,0.8,0.05,0,0.02,0.6,0.6,0.15),0.599937007315222,9.607439247098074e-16,4.440892098500626e-16
1673,200,365,1.8,0.8,0.05,0,0.02,0.6,U(0.4,0.3,0.5999319927965704,1.1981410427105736e-15,4.440892098500626e-16
1674,200,365,1.8,0.8,0.05,0,0.02,0.6,U(0.4,0.8,0.599934760721723,8.196123257993793e-17,3.3306690738754696e-16
1675,200,365,1.8,0.8,0.05,0,0.02,0.6,U(0.4,N(0.6,0.5999371707721539,1.9980621807142346e-15,1.1102230246251565e-15
1676,200,365,1.8,0.8,0.05,0,0.02,0.6,U(0.4,0.15),0.5999355317743036,2.0939848156341054e-15,4.440892098500626e-16
1677,200,365,1.8,0.8,0.05,0,0.02,0.6,0.9),0.3,0.5999332146713529,4.1696228599206014e-16,4.440892098500626e-16
1678,200,365,1.8,0.8,0.05,0,0.02,0.6,0.9),0.8,0.5999346695463967,1.828096077688192e-15,4.440892098500626e-16
1679,200,365,1.8,0.8,0.05,0,0.02,0.6,0.9),N(0.6,0.5999322691532369,1.2719687153392252e-15,8.881784197001252e-16
1680,200,365,1.8,0.8,0.05,0,0.02,0.6,0.9),0.15),0.5999426670008318,3.397536418447834e-16,8.881784197001252e-16
1681,200,365,1.8,0.8,0.05,0,0.02,0.7,0.3,0.3,0.6998780210892628,1.8138475715553893e-15,2.220446049250313e-16
1682,200,365,1.8,0.8,0.05,0,0.02,0.7,0.3,0.8,0.6998721932768782,3.4684476073050937e-16,3.3306690738754696e-16
1683,200,365,1.8,0.8,0.05,0,0.02,0.7,0.3,N(0.6,0.6998762889796992,1.8492296759393802e-15,4.440892098500626e-16
1684,200,365,1.8,0.8,0.05,0,0.02,0.7,0.3,0.15),0.6998700712828739,9.146041265626208e-16,6.661338147750939e-16
1685,200,365,1.8,0.8,0.05,0,0.02,0.7,0.6,0.3,0.6998710776843902,6.76962984310687e-16,4.440892098500626e-16
1686,200,365,1.8,0.8,0.05,0,0.02,0.7,0.6,0.8,0.6998778837686197,1.09662275744875e-15,6.661338147750939e-16
1687,200,365,1.8,0.8,0.05,0,0.02,0.7,0.6,N(0.6,0.6998822756391146,1.6835901639271501e-15,7.771561172376096e-16
1688,200,365,1.8,0.8,0.05,0,0.02,0.7,0.6,0.15),0.6998690879112562,3.1596623496632433e-15,1.1102230246251565e-15
1689,200,365,1.8,0.8,0.05,0,0.02,0.7,U(0.4,0.3,0.6998762209177047,2.5263856159218116e-15,2.220446049250313e-16
1690,200,365,1.8,0.8,0.05,0,0.02,0.7,U(0.4,0.8,0.699875282656877,2.2686749432784678e-15,5.551115123125783e-16
1691,200,365,1.8,0.8,0.05,0,0.02,0.7,U(0.4,N(0.6,0.6998684682678682,9.84787223391978e-16,6.661338147750939e-16
1692,200,365,1.8,0.8,0.05,0,0.02,0.7,U(0.4,0.15),0.6998668214843226,2.0561618160832722e-16,6.661338147750939e-16
1693,200,365,1.8,0.8,0.05,0,0.02,0.7,0.9),0.3,0.6998750983305048,7.009807859643385e-16,3.3306690738754696e-16
1694,200,365,1.8,0.8,0.05,0,0.02,0.7,0.9),0.8,0.6998724947405478,6.425400768188728e-16,8.881784197001252e-16
1695,200,365,1.8,0.8,0.05,0,0.02,0.7,0.9),N(0.6,0.6998788768311094,1.3006204687122632e-15,6.661338147750939e-16
1696,200,365,1.8,0.8,0.05,0,0.02,0.7,0.9),0.15),0.6998721763112029,4.526797389797801e-16,6.661338147750939e-16
1697,200,365,1.8,0.8,0.05,0,0.05,0.6,0.3,0.3,0.599999999335782,1.495590333229956e-15,3.3306690738754696e-16
1698,200,365,1.8,0.8,0.05,0,0.05,0.6,0.3,0.8,0.5999999992190939,7.232657794854416e-16,2.220446049250313e-16
1699,200,365,1.8,0.8,0.05,0,0.05,0.6,0.3,N(0.6,0.5999999992386202,2.2359075847006112e-15,5.551115123125783e-16
1700,200,365,1.8,0.8,0.05,0,0.05,0.6,0.3,0.15),0.5999999993315999,2.27479252223515e-15,4.440892098500626e-16
1701,200,365,1.8,0.8,0.05,0,0.05,0.6,0.6,0.3,0.5999999992405975,1.5707399882975332e-15,4.440892098500626e-16
1702,200,365,1.8,0.8,0.05,0,0.05,0.6,0.6,0.8,0.5999999992912308,8.504627225660836e-16,3.3306690738754696e-16
1703,200,365,1.8,0.8,0.05,0,0.05,0.6,0.6,N(0.6,0.5999999991955576,1.175762351260493e-15,6.661338147750939e-16
1704,200,365,1.8,0.8,0.05,0,0.05,0.6,0.6,0.15),0.5999999992395998,8.873453617525266e-16,6.661338147750939e-16
1705,200,365,1.8,0.8,0.05,0,0.05,0.6,U(0.4,0.3,0.5999999993376235,1.4909059292037381e-15,2.220446049250313e-16
1706,200,365,1.8,0.8,0.05,0,0.05,0.6,U(0.4,0.8,0.5999999991932301,8.421976533798265e-16,6.661338147750939e-16
1707,200,365,1.8,0.8,0.05,0,0.05,0.6,U(0.4,N(0.6,0.5999999992845915,1.5779233923431829e-16,5.551115123125783e-16
1708,200,365,1.8,0.8,0.05,0,0.05,0.6,U(0.4,0.15),0.5999999991684289,1.5503222054905393e-15,6.661338147750939e-16
1709,200,365,1.8,0.8,0.05,0,0.05,0.6,0.9),0.3,0.5999999993210886,2.632656948686105e-15,2.220446049250313e-16
1710,200,365,1.8,0.8,0.05,0,0.05,0.6,0.9),0.8,0.5999999991650781,3.735368423743051e-16,4.440892098500626e-16
1711,200,365,1.8,0.8,0.05,0,0.05,0.6,0.9),N(0.6,0.5999999992275586,2.283756017817375e-15,8.881784197001252e-16
1712,200,365,1.8,0.8,0.05,0,0.05,0.6,0.9),0.15),0.5999999993245532,1.4870151630664121e-15,4.440892098500626e-16
1713,200,365,1.8,0.8,0.05,0,0.05,0.7,0.3,0.3,0.6999999985289346,3.7206636398931e-15,4.440892098500626e-16
1714,200,365,1.8,0.8,0.05,0,0.05,0.7,0.3,0.8,0.6999999984990657,1.9454421302296468e-15,5.551115123125783e-16
1715,200,365,1.8,0.8,0.05,0,0.05,0.7,0.3,N(0.6,0.6999999984654275,1.3749967610605312e-15,6.661338147750939e-16
1716,200,365,1.8,0.8,0.05,0,0.05,0.7,0.3,0.15),0.6999999985423935,1.2933740864019535e-15,4.440892098500626e-16
1717,200,365,1.8,0.8,0.05,0,0.05,0.7,0.6,0.3,0.6999999985023628,1.3279353417844046e-15,3.3306690738754696e-16
1718,200,365,1.8,0.8,0.05,0,0.05,0.7,0.6,0.8,0.699999998525284,1.6855657370627972e-16,9.992007221626409e-16
1719,200,365,1.8,0.8,0.05,0,0.05,0.7,0.6,N(0.6,0.6999999985594465,1.0525769157301422e-15,9.992007221626409e-16
1720,200,365,1.8,0.8,0.05,0,0.05,0.7,0.6,0.15),0.6999999984917028,1.4779316259039581e-15,6.661338147750939e-16
1721,200,365,1.8,0.8,0.05,0,0.05,0.7,U(0.4,0.3,0.6999999984950752,4.898839439195825e-16,2.220446049250313e-16
1722,200,365,1.8,0.8,0.05,0,0.05,0.7,U(0.4,0.8,0.6999999985371774,2.5392089408910254e-15,3.3306690738754696e-16
1723,200,365,1.8,0.8,0.05,0,0.05,0.7,U(0.4,N(0.6,0.6999999984717941,4.549883051928865e-16,9.992007221626409e-16
1724,200,365,1.8,0.8,0.05,0,0.05,0.7,U(0.4,0.15),0.6999999985804223,1.4261072965499198e-16,6.661338147750939e-16
1725,200,365,1.8,0.8,0.05,0,0.05,0.7,0.9),0.3,0.699999998489232,1.883522073722158e-15,7.771561172376096e-16
1726,200,365,1.8,0.8,0.05,0,0.05,0.7,0.9),0.8,0.6999999985154091,2.036586047343041e-16,6.661338147750939e-16
1727,200,365,1.8,0.8,0.05,0,0.05,0.7,0.9),N(0.6,0.6999999984281134,1.6392246515987586e-16,5.551115123125783e-16
1728,200,365,1.8,0.8,0.05,0,0.05,0.7,0.9),0.15),0.6999999984938117,3.127835407903977e-15,8.881784197001252e-16
1729,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.3,0.3,0.6008610934640347,0.012816513408166893,0.06640201543005053
1730,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.3,0.8,0.5989552272161631,0.01306871695088717,0.07481379039743219
1731,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.3,N(0.6,0.6040393657012265,0.0144611094196339,0.0846357054748208
1732,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.3,0.15),0.6034339584194176,0.014923703963327414,0.07837887080238293
1733,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.6,0.3,0.6031706685478648,0.011713384691508451,0.06728027186492569
1734,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.6,0.8,0.594531956607066,0.010659159809511251,0.053013958918745274
1735,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.6,N(0.6,0.6005632289428534,0.010748414865033702,0.05271084426363526
1736,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.6,0.15),0.5949405539518466,0.011458887259393754,0.06374712904089841
1737,200,365,1.8,0.8,0.05,0.01,0.02,0.6,U(0.4,0.3,0.6024446211705361,0.011748064100791393,0.06532620832704483
1738,200,365,1.8,0.8,0.05,0.01,0.02,0.6,U(0.4,0.8,0.603441423725149,0.011435279864329876,0.07202101730930766
1739,200,365,1.8,0.8,0.05,0.01,0.02,0.6,U(0.4,N(0.6,0.5969104235007442,0.011205200032006115,0.06875203224349402
1740,200,365,1.8,0.8,0.05,0.01,0.02,0.6,U(0.4,0.15),0.5981497868309508,0.01136119063478309,0.0652534436943516
1741,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.9),0.3,0.6026385245993483,0.011867702339588658,0.06190188392130169
1742,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.9),0.8,0.5984748018801676,0.011124717192981307,0.06860545251081829
1743,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.9),N(0.6,0.6029858915763078,0.01147518195918156,0.06601757835811883
1744,200,365,1.8,0.8,0.05,0.01,0.02,0.6,0.9),0.15),0.6012437712505403,0.011509394278897718,0.06906324484124204
1745,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.3,0.3,0.7025528271456746,0.014424471609728847,0.07960179941015422
1746,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.3,0.8,0.7053435873197295,0.014748606081141017,0.09790520754047971
1747,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.3,N(0.6,0.699342839728548,0.015268302157825125,0.09245808426579438
1748,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.3,0.15),0.695149338382178,0.014816123612032911,0.08578362826804542
1749,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.6,0.3,0.7045766914476664,0.01155980948301511,0.06293473566922558
1750,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.6,0.8,0.700444255554186,0.009959969656096149,0.04939931402610953
1751,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.6,N(0.6,0.700463440850141,0.010683152908934535,0.06961991729440054
1752,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.6,0.15),0.7020502584404285,0.011158533366044448,0.058862846983763095
1753,200,365,1.8,0.8,0.05,0.01,0.02,0.7,U(0.4,0.3,0.7026060392195137,0.011688606444875061,0.061281976506394886
1754,200,365,1.8,0.8,0.05,0.01,0.02,0.7,U(0.4,0.8,0.699853892528448,0.010728712213359002,0.056819542425525005
1755,200,365,1.8,0.8,0.05,0.01,0.02,0.7,U(0.4,N(0.6,0.7017274300647923,0.012410250845845799,0.06898434008561327
1756,200,365,1.8,0.8,0.05,0.01,0.02,0.7,U(0.4,0.15),0.7031646789366137,0.011117920932723473,0.06177408387334249
1757,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.9),0.3,0.6972005618063152,0.011358020766891875,0.05872265364542528
1758,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.9),0.8,0.701376526205389,0.012655187153697347,0.07562931783858795
1759,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.9),N(0.6,0.7018506889172041,0.011393060829013424,0.05947480139384842
1760,200,365,1.8,0.8,0.05,0.01,0.02,0.7,0.9),0.15),0.6974341363929352,0.01227599065571682,0.07397511960213643
1761,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.3,0.3,0.5952256509915709,0.014217916480595656,0.07852882614052259
1762,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.3,0.8,0.6026287513738005,0.011835763246761957,0.06508283864733655
1763,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.3,N(0.6,0.5999766814674556,0.01290912854304503,0.0664587847195044
1764,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.3,0.15),0.6012032571922858,0.014102104152906674,0.07461983003058748
1765,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.6,0.3,0.5986221849014204,0.011837818488871624,0.062350630726654366
1766,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.6,0.8,0.5942482922004657,0.01047405567237904,0.05599284473177868
1767,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.6,N(0.6,0.5994603203237683,0.01071098295138542,0.05420568533689607
1768,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.6,0.15),0.5971363975860902,0.011491241625992769,0.07337432113330378
1769,200,365,1.8,0.8,0.05,0.01,0.05,0.6,U(0.4,0.3,0.6016226687507751,0.011958165189828604,0.058953114807653195
1770,200,365,1.8,0.8,0.05,0.01,0.05,0.6,U(0.4,0.8,0.6010343773649257,0.011598165762725396,0.059235597877977275
1771,200,365,1.8,0.8,0.05,0.01,0.05,0.6,U(0.4,N(0.6,0.6056503895782863,0.012372201586641597,0.05626411669994136
1772,200,365,1.8,0.8,0.05,0.01,0.05,0.6,U(0.4,0.15),0.5981992222648974,0.011329715506485358,0.06540809850391194
1773,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.9),0.3,0.5989663321710513,0.01060567662636117,0.057004069984951
1774,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.9),0.8,0.6047154602916204,0.010719208403235491,0.06843926271450307
1775,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.9),N(0.6,0.5988743565631479,0.011921707275052726,0.06902939089689608
1776,200,365,1.8,0.8,0.05,0.01,0.05,0.6,0.9),0.15),0.5946194919964608,0.01113766513207164,0.05290041528171874
1777,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.3,0.3,0.7016210071739474,0.013335203108160434,0.07261040085187076
1778,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.3,0.8,0.6993420704411024,0.014950190503963475,0.09827441667491277
1779,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.3,N(0.6,0.6999775009475772,0.014185073891393526,0.08428321455770349
1780,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.3,0.15),0.7003099063329877,0.014809393949462464,0.08285577887573314
1781,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.6,0.3,0.7005180267066133,0.010639085234690456,0.05422085193635895
1782,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.6,0.8,0.7007849028478345,0.011866880536602639,0.058403056850920954
1783,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.6,N(0.6,0.7038578639034602,0.010603651363391024,0.05626062415852007
1784,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.6,0.15),0.7001879635133491,0.010119287503446643,0.054108161490530104
1785,200,365,1.8,0.8,0.05,0.01,0.05,0.7,U(0.4,0.3,0.7003088634290817,0.010671059152670212,0.05929613525841837
1786,200,365,1.8,0.8,0.05,0.01,0.05,0.7,U(0.4,0.8,0.6991814879854374,0.011479680699777514,0.06086808158441115
1787,200,365,1.8,0.8,0.05,0.01,0.05,0.7,U(0.4,N(0.6,0.700547127575645,0.011524211360135475,0.07045112787513141
1788,200,365,1.8,0.8,0.05,0.01,0.05,0.7,U(0.4,0.15),0.7002235132832402,0.011161186857515172,0.05748289545648255
1789,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.9),0.3,0.7019458786890178,0.011563276487476381,0.05888518707570145
1790,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.9),0.8,0.6994415339825899,0.010819751710351126,0.07264725092026836
1791,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.9),N(0.6,0.6996962241137371,0.011461412419391059,0.06682289754043347
1792,200,365,1.8,0.8,0.05,0.01,0.05,0.7,0.9),0.15),0.6994888921246458,0.011863142984100138,0.06105239820374553
1793,200,365,1.8,0.8,0.08,0,0.02,0.6,0.3,0.3,0.5999387326343679,8.856768951650165e-16,4.440892098500626e-16
1794,200,365,1.8,0.8,0.08,0,0.02,0.6,0.3,0.8,0.5999402057210006,1.090960077524472e-15,4.440892098500626e-16
1795,200,365,1.8,0.8,0.08,0,0.02,0.6,0.3,N(0.6,0.5999456154663072,2.3041875815936277e-15,3.3306690738754696e-16
1796,200,365,1.8,0.8,0.08,0,0.02,0.6,0.3,0.15),0.5999347568885431,2.130239976454266e-15,4.440892098500626e-16
1797,200,365,1.8,0.8,0.08,0,0.02,0.6,0.6,0.3,0.599941680115606,1.2658490090568387e-16,3.3306690738754696e-16
1798,200,365,1.8,0.8,0.08,0,0.02,0.6,0.6,0.8,0.5999384066754911,7.893912118629006e-16,8.881784197001252e-16
1799,200,365,1.8,0.8,0.08,0,0.02,0.6,0.6,N(0.6,0.5999429427290616,2.5163517736671257e-15,6.661338147750939e-16
1800,200,365,1.8,0.8,0.08,0,0.02,0.6,0.6,0.15),0.5999366126249166,2.4282052217024574e-15,7.771561172376096e-16
1801,200,365,1.8,0.8,0.08,0,0.02,0.6,U(0.4,0.3,0.5999406291772111,1.2423837147313653e-15,4.440892098500626e-16
1802,200,365,1.8,0.8,0.08,0,0.02,0.6,U(0.4,0.8,0.5999370565881352,2.014251782465344e-15,5.551115123125783e-16
1803,200,365,1.8,0.8,0.08,0,0.02,0.6,U(0.4,N(0.6,0.5999322772852621,8.039348695368588e-16,6.661338147750939e-16
1804,200,365,1.8,0.8,0.08,0,0.02,0.6,U(0.4,0.15),0.5999335119552607,2.8548926888992417e-15,8.881784197001252e-16
1805,200,365,1.8,0.8,0.08,0,0.02,0.6,0.9),0.3,0.5999347682111856,2.4574580378952898e-15,3.3306690738754696e-16
1806,200,365,1.8,0.8,0.08,0,0.02,0.6,0.9),0.8,0.5999401090986567,1.425480535919214e-15,8.881784197001252e-16
1807,200,365,1.8,0.8,0.08,0,0.02,0.6,0.9),N(0.6,0.5999379475040039,2.0297506515025325e-15,5.551115123125783e-16
1808,200,365,1.8,0.8,0.08,0,0.02,0.6,0.9),0.15),0.599937347848809,2.1375181298475455e-15,6.661338147750939e-16
1809,200,365,1.8,0.8,0.08,0,0.02,0.7,0.3,0.3,0.6998749471936206,8.705168045924986e-16,2.220446049250313e-16
1810,200,365,1.8,0.8,0.08,0,0.02,0.7,0.3,0.8,0.6998753190737803,2.444180636396466e-15,4.440892098500626e-16
1811,200,365,1.8,0.8,0.08,0,0.02,0.7,0.3,N(0.6,0.6998725030102233,2.5376186764709253e-15,5.551115123125783e-16
1812,200,365,1.8,0.8,0.08,0,0.02,0.7,0.3,0.15),0.6998786258540852,1.0967070536060035e-15,5.551115123125783e-16
1813,200,365,1.8,0.8,0.08,0,0.02,0.7,0.6,0.3,0.6998666486534078,1.2370146591104334e-15,3.3306690738754696e-16
1814,200,365,1.8,0.8,0.08,0,0.02,0.7,0.6,0.8,0.699873879705479,1.3698100666800637e-15,7.771561172376096e-16
1815,200,365,1.8,0.8,0.08,0,0.02,0.7,0.6,N(0.6,0.6998728492205513,2.45862391909187e-15,1.1102230246251565e-15
1816,200,365,1.8,0.8,0.08,0,0.02,0.7,0.6,0.15),0.6998781242436491,2.081231437635848e-15,6.661338147750939e-16
1817,200,365,1.8,0.8,0.08,0,0.02,0.7,U(0.4,0.3,0.699878454762613,1.1157603309187458e-16,4.440892098500626e-16
1818,200,365,1.8,0.8,0.08,0,0.02,0.7,U(0.4,0.8,0.6998789255690852,1.5813567179958503e-15,6.661338147750939e-16
1819,200,365,1.8,0.8,0.08,0,0.02,0.7,U(0.4,N(0.6,0.6998653848419746,1.0456745049709238e-15,1.3322676295501878e-15
1820,200,365,1.8,0.8,0.08,0,0.02,0.7,U(0.4,0.15),0.6998742730085583,2.5179065169564336e-15,6.661338147750939e-16
1821,200,365,1.8,0.8,0.08,0,0.02,0.7,0.9),0.3,0.6998751286111289,2.724766427335728e-15,2.220446049250313e-16
1822,200,365,1.8,0.8,0.08,0,0.02,0.7,0.9),0.8,0.699874175045184,2.4303743101338868e-15,6.661338147750939e-16
1823,200,365,1.8,0.8,0.08,0,0.02,0.7,0.9),N(0.6,0.6998803022296931,8.153906006826323e-16,6.661338147750939e-16
1824,200,365,1.8,0.8,0.08,0,0.02,0.7,0.9),0.15),0.6998808450482685,6.882935067543132e-16,7.771561172376096e-16
1825,200,365,1.8,0.8,0.08,0,0.05,0.6,0.3,0.3,0.599999999304319,1.0901406458635557e-15,3.3306690738754696e-16
1826,200,365,1.8,0.8,0.08,0,0.05,0.6,0.3,0.8,0.5999999992659154,1.6855291734181315e-15,3.3306690738754696e-16
1827,200,365,1.8,0.8,0.08,0,0.05,0.6,0.3,N(0.6,0.5999999992489186,2.7993145818154424e-15,3.3306690738754696e-16
1828,200,365,1.8,0.8,0.08,0,0.05,0.6,0.3,0.15),0.5999999992081761,2.17954622883475e-15,4.440892098500626e-16
1829,200,365,1.8,0.8,0.08,0,0.05,0.6,0.6,0.3,0.5999999993327698,2.0747956482352977e-15,5.551115123125783e-16
1830,200,365,1.8,0.8,0.08,0,0.05,0.6,0.6,0.8,0.5999999992880729,1.1192622996178773e-15,9.992007221626409e-16
1831,200,365,1.8,0.8,0.08,0,0.05,0.6,0.6,N(0.6,0.5999999992688135,2.806021432647834e-15,7.771561172376096e-16
1832,200,365,1.8,0.8,0.08,0,0.05,0.6,0.6,0.15),0.5999999993083983,2.5420107237480004e-15,4.440892098500626e-16
1833,200,365,1.8,0.8,0.08,0,0.05,0.6,U(0.4,0.3,0.5999999992614996,1.4396985894513506e-15,3.3306690738754696e-16
1834,200,365,1.8,0.8,0.08,0,0.05,0.6,U(0.4,0.8,0.5999999993363869,1.7855444610815703e-15,6.661338147750939e-16
1835,200,365,1.8,0.8,0.08,0,0.05,0.6,U(0.4,N(0.6,0.5999999992356915,1.2810694093806184e-15,8.881784197001252e-16
1836,200,365,1.8,0.8,0.08,0,0.05,0.6,U(0.4,0.15),0.5999999992738937,1.6353475863606706e-15,6.661338147750939e-16
1837,200,365,1.8,0.8,0.08,0,0.05,0.6,0.9),0.3,0.5999999993600338,1.7991266024082866e-15,2.220446049250313e-16
1838,200,365,1.8,0.8,0.08,0,0.05,0.6,0.9),0.8,0.5999999992720431,9.5236818076283e-16,5.551115123125783e-16
1839,200,365,1.8,0.8,0.08,0,0.05,0.6,0.9),N(0.6,0.599999999329385,2.2433786318932867e-15,6.661338147750939e-16
1840,200,365,1.8,0.8,0.08,0,0.05,0.6,0.9),0.15),0.5999999992354931,1.6523311681268211e-16,7.771561172376096e-16
1841,200,365,1.8,0.8,0.08,0,0.05,0.7,0.3,0.3,0.6999999985958018,5.440659231495211e-16,3.3306690738754696e-16
1842,200,365,1.8,0.8,0.08,0,0.05,0.7,0.3,0.8,0.6999999985550474,1.700997909737382e-15,6.661338147750939e-16
1843,200,365,1.8,0.8,0.08,0,0.05,0.7,0.3,N(0.6,0.6999999984571437,2.4272913414156142e-15,4.440892098500626e-16
1844,200,365,1.8,0.8,0.08,0,0.05,0.7,0.3,0.15),0.6999999985388292,1.8792635964816956e-15,4.440892098500626e-16
1845,200,365,1.8,0.8,0.08,0,0.05,0.7,0.6,0.3,0.699999998618833,2.1511842448973404e-15,3.3306690738754696e-16
1846,200,365,1.8,0.8,0.08,0,0.05,0.7,0.6,0.8,0.6999999985448249,1.3369547029222852e-15,6.661338147750939e-16
1847,200,365,1.8,0.8,0.08,0,0.05,0.7,0.6,N(0.6,0.6999999985629844,1.3065065684604056e-15,4.440892098500626e-16
1848,200,365,1.8,0.8,0.08,0,0.05,0.7,0.6,0.15),0.6999999984848945,8.805125543753057e-16,8.881784197001252e-16
1849,200,365,1.8,0.8,0.08,0,0.05,0.7,U(0.4,0.3,0.6999999984636428,8.413556934611052e-16,4.440892098500626e-16
