idx,n,steps,inTrust,outTrust,epsilon,sigma,evidenceWeight,truth,CA_spec,EA_spec,avg,std,delta
523,200,365,1.2,0.8,0.05,0,0.02,0.6,U(0.4,N(0.6,0.5999359774082822,1.8450590654013675e-15,4.440892098500626e-16
524,200,365,1.2,0.8,0.05,0,0.02,0.6,U(0.4,0.15),0.5999401521282586,2.3523239236588686e-15,5.551115123125783e-16
525,200,365,1.2,0.8,0.05,0,0.02,0.6,0.9),0.3,0.5999400021168251,2.5036575402474284e-15,4.440892098500626e-16
526,200,365,1.2,0.8,0.05,0,0.02,0.6,0.9),0.8,0.5999391748287621,2.3062194462842845e-16,7.771561172376096e-16
527,200,365,1.2,0.8,0.05,0,0.02,0.6,0.9),N(0.6,0.5999320229382193,5.847935775681473e-16,4.440892098500626e-16
528,200,365,1.2,0.8,0.05,0,0.02,0.6,0.9),0.15),0.5999385373670032,8.003622348304233e-16,4.440892098500626e-16
529,200,365,1.2,0.8,0.05,0,0.02,0.7,0.3,0.3,0.6998710978801155,1.730043123154251e-15,6.661338147750939e-16
530,200,365,1.2,0.8,0.05,0,0.02,0.7,0.3,0.8,0.6998798197724154,1.710302082795447e-15,7.771561172376096e-16
531,200,365,1.2,0.8,0.05,0,0.02,0.7,0.3,N(0.6,0.699875018212692,7.564603790525552e-16,5.551115123125783e-16
532,200,365,1.2,0.8,0.05,0,0.02,0.7,0.3,0.15),0.6998761663109283,2.242155801355869e-15,3.3306690738754696e-16
533,200,365,1.2,0.8,0.05,0,0.02,0.7,0.6,0.3,0.6998795218461862,2.391648201544487e-15,8.881784197001252e-16
534,200,365,1.2,0.8,0.05,0,0.02,0.7,0.6,0.8,0.6998777449669283,1.606143959795992e-15,1.3322676295501878e-15
535,200,365,1.2,0.8,0.05,0,0.02,0.7,0.6,N(0.6,0.6998735529005091,1.2168976253241553e-15,6.661338147750939e-16
536,200,365,1.2,0.8,0.05,0,0.02,0.7,0.6,0.15),0.6998684447572177,2.79052740725887e-15,4.440892098500626e-16
537,200,365,1.2,0.8,0.05,0,0.02,0.7,U(0.4,0.3,0.6998753215387125,3.464892047572662e-16,6.661338147750939e-16
538,200,365,1.2,0.8,0.05,0,0.02,0.7,U(0.4,0.8,0.6998755660617196,8.138396719222699e-16,1.1102230246251565e-15
539,200,365,1.2,0.8,0.05,0,0.02,0.7,U(0.4,N(0.6,0.6998748132977985,1.1802354829851921e-15,6.661338147750939e-16
540,200,365,1.2,0.8,0.05,0,0.02,0.7,U(0.4,0.15),0.6998705571435451,1.2151744759336338e-15,5.551115123125783e-16
541,200,365,1.2,0.8,0.05,0,0.02,0.7,0.9),0.3,0.699873399209919,4.91453988147125e-16,7.771561172376096e-16
542,200,365,1.2,0.8,0.05,0,0.02,0.7,0.9),0.8,0.6998681750494339,1.6145444817185749e-15,1.1102230246251565e-15
543,200,365,1.2,0.8,0.05,0,0.02,0.7,0.9),N(0.6,0.699876937816144,8.346632775696473e-16,6.661338147750939e-16
544,200,365,1.2,0.8,0.05,0,0.02,0.7,0.9),0.15),0.6998718038256591,1.738660300550457e-15,5.551115123125783e-16
545,200,365,1.2,0.8,0.05,0,0.05,0.6,0.3,0.3,0.5999999991527178,1.7714581646389217e-15,4.440892098500626e-16
546,200,365,1.2,0.8,0.05,0,0.05,0.6,0.3,0.8,0.5999999992400944,1.115870796770303e-15,6.661338147750939e-16
547,200,365,1.2,0.8,0.05,0,0.05,0.6,0.3,N(0.6,0.5999999992827263,2.1364654883889088e-15,4.440892098500626e-16
548,200,365,1.2,0.8,0.05,0,0.05,0.6,0.3,0.15),0.5999999992858138,9.960191855951584e-16,3.3306690738754696e-16
549,200,365,1.2,0.8,0.05,0,0.05,0.6,0.6,0.3,0.5999999992507415,1.325450069912285e-15,7.771561172376096e-16
550,200,365,1.2,0.8,0.05,0,0.05,0.6,0.6,0.8,0.5999999992700218,2.0160867575953332e-15,7.771561172376096e-16
551,200,365,1.2,0.8,0.05,0,0.05,0.6,0.6,N(0.6,0.5999999992314506,6.567698819103388e-16,5.551115123125783e-16
552,200,365,1.2,0.8,0.05,0,0.05,0.6,0.6,0.15),0.5999999992526741,7.887273162992596e-16,8.881784197001252e-16
553,200,365,1.2,0.8,0.05,0,0.05,0.6,U(0.4,0.3,0.5999999992546917,4.553944843886644e-16,4.440892098500626e-16
554,200,365,1.2,0.8,0.05,0,0.05,0.6,U(0.4,0.8,0.5999999992967562,1.0686148932452865e-15,8.881784197001252e-16
555,200,365,1.2,0.8,0.05,0,0.05,0.6,U(0.4,N(0.6,0.5999999992816819,2.874395069711871e-15,4.440892098500626e-16
556,200,365,1.2,0.8,0.05,0,0.05,0.6,U(0.4,0.15),0.5999999992786258,1.3985505484753014e-15,2.220446049250313e-16
557,200,365,1.2,0.8,0.05,0,0.05,0.6,0.9),0.3,0.5999999993132272,2.1093507045347315e-15,6.661338147750939e-16
558,200,365,1.2,0.8,0.05,0,0.05,0.6,0.9),0.8,0.5999999993285448,2.1391609448248796e-15,7.771561172376096e-16
559,200,365,1.2,0.8,0.05,0,0.05,0.6,0.9),N(0.6,0.5999999992252292,2.1264901245725994e-15,5.551115123125783e-16
560,200,365,1.2,0.8,0.05,0,0.05,0.6,0.9),0.15),0.5999999992659073,1.6794852706204007e-15,3.3306690738754696e-16
561,200,365,1.2,0.8,0.05,0,0.05,0.7,0.3,0.3,0.6999999985804193,1.7238335337591676e-15,6.661338147750939e-16
562,200,365,1.2,0.8,0.05,0,0.05,0.7,0.3,0.8,0.6999999984771429,5.365376041317597e-16,9.992007221626409e-16
563,200,365,1.2,0.8,0.05,0,0.05,0.7,0.3,N(0.6,0.6999999985387021,1.4454233994478136e-16,4.440892098500626e-16
564,200,365,1.2,0.8,0.05,0,0.05,0.7,0.3,0.15),0.6999999985216173,4.088274749741043e-16,4.440892098500626e-16
565,200,365,1.2,0.8,0.05,0,0.05,0.7,0.6,0.3,0.6999999986184197,1.017172739019255e-15,6.661338147750939e-16
566,200,365,1.2,0.8,0.05,0,0.05,0.7,0.6,0.8,0.6999999985603129,1.4951163701905687e-15,1.1102230246251565e-15
567,200,365,1.2,0.8,0.05,0,0.05,0.7,0.6,N(0.6,0.699999998497519,1.3529241734648802e-16,6.661338147750939e-16
568,200,365,1.2,0.8,0.05,0,0.05,0.7,0.6,0.15),0.69999999849324,2.912087692897636e-16,8.881784197001252e-16
569,200,365,1.2,0.8,0.05,0,0.05,0.7,U(0.4,0.3,0.6999999984853114,2.2231782924454667e-15,6.661338147750939e-16
570,200,365,1.2,0.8,0.05,0,0.05,0.7,U(0.4,0.8,0.6999999985242092,4.250139072359487e-16,9.992007221626409e-16
571,200,365,1.2,0.8,0.05,0,0.05,0.7,U(0.4,N(0.6,0.6999999985004692,1.4961259367328076e-15,7.771561172376096e-16
572,200,365,1.2,0.8,0.05,0,0.05,0.7,U(0.4,0.15),0.6999999984772678,1.6376260039949102e-15,5.551115123125783e-16
573,200,365,1.2,0.8,0.05,0,0.05,0.7,0.9),0.3,0.699999998390836,1.3602157812400115e-15,7.771561172376096e-16
574,200,365,1.2,0.8,0.05,0,0.05,0.7,0.9),0.8,0.6999999985045902,2.03198112238607e-15,7.771561172376096e-16
575,200,365,1.2,0.8,0.05,0,0.05,0.7,0.9),N(0.6,0.6999999985718389,3.22442866439623e-16,5.551115123125783e-16
576,200,365,1.2,0.8,0.05,0,0.05,0.7,0.9),0.15),0.6999999983863208,3.0135756024763105e-15,8.881784197001252e-16
577,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.3,0.3,0.5951998603552103,0.013353790047188256,0.07231351530195607
578,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.3,0.8,0.598627232515006,0.01421517573503331,0.08761493418641908
579,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.3,N(0.6,0.6064082555527707,0.01326223325363513,0.07541629707232733
580,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.3,0.15),0.5931282847569819,0.014908612654655928,0.0832471417091134
581,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.6,0.3,0.6021864983098913,0.010681751402593956,0.06338968264536571
582,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.6,0.8,0.6083700113760441,0.010091282047551884,0.04742677108674842
583,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.6,N(0.6,0.5946983097598063,0.01095769819372596,0.05536055594301903
584,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.6,0.15),0.5958766876182248,0.011460369138855583,0.061784474221449726
585,200,365,1.2,0.8,0.05,0.01,0.02,0.6,U(0.4,0.3,0.6024911111276371,0.011347383503579708,0.06662359944765917
586,200,365,1.2,0.8,0.05,0.01,0.02,0.6,U(0.4,0.8,0.5998113215536632,0.0115799694724211,0.06077911816757353
587,200,365,1.2,0.8,0.05,0.01,0.02,0.6,U(0.4,N(0.6,0.597409278090664,0.012346077337192557,0.06906092073917502
588,200,365,1.2,0.8,0.05,0.01,0.02,0.6,U(0.4,0.15),0.597591797166101,0.011205474793717638,0.053244097948888514
589,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.9),0.3,0.6019870427431772,0.011217743122247142,0.05434463394771527
590,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.9),0.8,0.6020783049115904,0.012187758181530476,0.055940816508941005
591,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.9),N(0.6,0.5989825514693622,0.012577633660103246,0.07037914245020194
592,200,365,1.2,0.8,0.05,0.01,0.02,0.6,0.9),0.15),0.6140645163642308,0.01092977160859486,0.06384533486002097
593,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.3,0.3,0.6968050188479715,0.013524727429040533,0.07410664464386141
594,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.3,0.8,0.7004630655954844,0.01292698224851337,0.07100159857488209
595,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.3,N(0.6,0.7021637959771228,0.013164634306232562,0.07650967057595992
596,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.3,0.15),0.7017606775907275,0.013461577916356087,0.07947951745441018
597,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.6,0.3,0.7020871621836773,0.011544130630242408,0.05508729752395514
598,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.6,0.8,0.7102717811895984,0.011148579554951453,0.06073105353805974
599,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.6,N(0.6,0.7019845252317574,0.010616336744734335,0.0697177865162728
600,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.6,0.15),0.6964150586646234,0.01120654526367152,0.06285748633149346
601,200,365,1.2,0.8,0.05,0.01,0.02,0.7,U(0.4,0.3,0.700709418153912,0.011464639469064428,0.057131438526588973
602,200,365,1.2,0.8,0.05,0.01,0.02,0.7,U(0.4,0.8,0.7007646436443455,0.01225788712219373,0.07653941315577217
603,200,365,1.2,0.8,0.05,0.01,0.02,0.7,U(0.4,N(0.6,0.6950040830105841,0.011520729544740392,0.06442010685422506
604,200,365,1.2,0.8,0.05,0.01,0.02,0.7,U(0.4,0.15),0.7084037692694575,0.011892693328711804,0.06348954149003971
605,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.9),0.3,0.7060304410543904,0.011297778008788222,0.05848497274992648
606,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.9),0.8,0.7094979349853716,0.01039163034039169,0.05017264417575462
607,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.9),N(0.6,0.697838036050557,0.011649808926281488,0.06781216218904595
608,200,365,1.2,0.8,0.05,0.01,0.02,0.7,0.9),0.15),0.7003560984832238,0.012585261404541118,0.06487601895242356
609,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.3,0.3,0.6020943565822688,0.013823828779162476,0.08550028038638824
610,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.3,0.8,0.6004903205213519,0.013463189993286908,0.0769106078832168
611,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.3,N(0.6,0.5999721942203741,0.014484517617015023,0.06854525228031538
612,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.3,0.15),0.6019726201025588,0.012665453802300634,0.06723546653093215
613,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.6,0.3,0.598440172659255,0.010900045581640636,0.06773544922756136
614,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.6,0.8,0.600020117164878,0.01056457959304991,0.0544643102930491
615,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.6,N(0.6,0.5971818676076427,0.010856531478671284,0.0674732304579635
616,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.6,0.15),0.5980192940779775,0.009722500139487427,0.0559906552341114
617,200,365,1.2,0.8,0.05,0.01,0.05,0.6,U(0.4,0.3,0.6009868344351869,0.010585974805471429,0.05277031007023458
618,200,365,1.2,0.8,0.05,0.01,0.05,0.6,U(0.4,0.8,0.5963103777075044,0.010211260284201345,0.058029632282085464
619,200,365,1.2,0.8,0.05,0.01,0.05,0.6,U(0.4,N(0.6,0.6005869923891393,0.011558341847570973,0.07588358722886457
620,200,365,1.2,0.8,0.05,0.01,0.05,0.6,U(0.4,0.15),0.5973162566038623,0.011620987082236163,0.0714880572069797
621,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.9),0.3,0.6020401855559993,0.011210034673980341,0.06217939340804968
622,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.9),0.8,0.5978759260624383,0.011518039914985387,0.061058495002007884
623,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.9),N(0.6,0.5982141058441676,0.011345749480457657,0.061094917986737274
624,200,365,1.2,0.8,0.05,0.01,0.05,0.6,0.9),0.15),0.5989453794422028,0.011941015321836671,0.06381464603895648
625,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.3,0.3,0.6970182983216847,0.013024873914578862,0.07705893938988584
626,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.3,0.8,0.6982845801800618,0.012963059293399234,0.08361977942593679
627,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.3,N(0.6,0.7004635263750868,0.013935928758852002,0.07667419445388379
628,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.3,0.15),0.6974732835391313,0.013740674966253827,0.07316840851454531
629,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.6,0.3,0.7004245198342026,0.010465403411804755,0.061073592288356515
630,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.6,0.8,0.7017410549324465,0.010484680058584115,0.05578980520466703
631,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.6,N(0.6,0.6965490881122033,0.010781094344623125,0.059116675023474397
632,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.6,0.15),0.6992942939517883,0.010692969610211383,0.05324428924538205
633,200,365,1.2,0.8,0.05,0.01,0.05,0.7,U(0.4,0.3,0.7029862479433722,0.011271682273670813,0.0649596920194393
634,200,365,1.2,0.8,0.05,0.01,0.05,0.7,U(0.4,0.8,0.7007394250495852,0.011145295679440717,0.06141922297898039
635,200,365,1.2,0.8,0.05,0.01,0.05,0.7,U(0.4,N(0.6,0.6982939888814252,0.011308550481702638,0.060783274991000336
636,200,365,1.2,0.8,0.05,0.01,0.05,0.7,U(0.4,0.15),0.6998902130612917,0.01190080349228886,0.05497470741995847
637,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.9),0.3,0.7013929530925932,0.01090773573340076,0.06892827564686266
638,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.9),0.8,0.6985390523867485,0.011571722261905443,0.08247577509327753
639,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.9),N(0.6,0.7004039396207937,0.011523047415371808,0.05959392784470574
640,200,365,1.2,0.8,0.05,0.01,0.05,0.7,0.9),0.15),0.7028374751607509,0.011635058078574304,0.0603984430143234
641,200,365,1.2,0.8,0.08,0,0.02,0.6,0.3,0.3,0.599937618692408,5.538332841775481e-16,6.661338147750939e-16
642,200,365,1.2,0.8,0.08,0,0.02,0.6,0.3,0.8,0.5999323665231204,1.1953086148871082e-15,6.661338147750939e-16
643,200,365,1.2,0.8,0.08,0,0.02,0.6,0.3,N(0.6,0.5999371785147187,1.676730840205971e-15,3.3306690738754696e-16
644,200,365,1.2,0.8,0.08,0,0.02,0.6,0.3,0.15),0.5999352695300494,1.4775562781833896e-15,3.3306690738754696e-16
645,200,365,1.2,0.8,0.08,0,0.02,0.6,0.6,0.3,0.5999371454743003,1.282391698488776e-15,6.661338147750939e-16
646,200,365,1.2,0.8,0.08,0,0.02,0.6,0.6,0.8,0.5999345521357743,2.7664498921119903e-15,1.3322676295501878e-15
647,200,365,1.2,0.8,0.08,0,0.02,0.6,0.6,N(0.6,0.5999330625901781,2.9466645120197013e-15,8.881784197001252e-16
648,200,365,1.2,0.8,0.08,0,0.02,0.6,0.6,0.15),0.5999416217666286,2.7176209643912526e-15,3.3306690738754696e-16
649,200,365,1.2,0.8,0.08,0,0.02,0.6,U(0.4,0.3,0.5999367823556944,2.422360606912542e-15,6.661338147750939e-16
650,200,365,1.2,0.8,0.08,0,0.02,0.6,U(0.4,0.8,0.5999263690604418,2.2250625535293864e-15,6.661338147750939e-16
651,200,365,1.2,0.8,0.08,0,0.02,0.6,U(0.4,N(0.6,0.5999256780257132,1.358765125769818e-15,8.881784197001252e-16
652,200,365,1.2,0.8,0.08,0,0.02,0.6,U(0.4,0.15),0.5999385661976655,2.385907768029373e-15,4.440892098500626e-16
653,200,365,1.2,0.8,0.08,0,0.02,0.6,0.9),0.3,0.5999421690238657,2.3578586110165895e-15,4.440892098500626e-16
654,200,365,1.2,0.8,0.08,0,0.02,0.6,0.9),0.8,0.5999330331499372,1.6681632033243447e-15,7.771561172376096e-16
655,200,365,1.2,0.8,0.08,0,0.02,0.6,0.9),N(0.6,0.5999300956735842,2.2945519421032572e-15,5.551115123125783e-16
656,200,365,1.2,0.8,0.08,0,0.02,0.6,0.9),0.15),0.5999398463110598,1.1336513344806792e-15,4.440892098500626e-16
657,200,365,1.2,0.8,0.08,0,0.02,0.7,0.3,0.3,0.6998741574415321,2.1390745123334883e-15,5.551115123125783e-16
658,200,365,1.2,0.8,0.08,0,0.02,0.7,0.3,0.8,0.6998719114004482,3.945589553725895e-16,8.881784197001252e-16
659,200,365,1.2,0.8,0.08,0,0.02,0.7,0.3,N(0.6,0.699873213395916,1.0805156823142815e-15,6.661338147750939e-16
660,200,365,1.2,0.8,0.08,0,0.02,0.7,0.3,0.15),0.6998817349106513,7.230101031281383e-16,5.551115123125783e-16
661,200,365,1.2,0.8,0.08,0,0.02,0.7,0.6,0.3,0.6998699663593552,3.4707212539650672e-15,6.661338147750939e-16
662,200,365,1.2,0.8,0.08,0,0.02,0.7,0.6,0.8,0.699872172719337,3.0445222344970466e-16,1.3322676295501878e-15
663,200,365,1.2,0.8,0.08,0,0.02,0.7,0.6,N(0.6,0.699877583896993,9.042355900482654e-16,6.661338147750939e-16
664,200,365,1.2,0.8,0.08,0,0.02,0.7,0.6,0.15),0.6998671022033696,2.237023633701167e-15,6.661338147750939e-16
665,200,365,1.2,0.8,0.08,0,0.02,0.7,U(0.4,0.3,0.6998710651991905,5.518266352460296e-16,4.440892098500626e-16
666,200,365,1.2,0.8,0.08,0,0.02,0.7,U(0.4,0.8,0.6998754743256339,2.513190357139074e-15,1.1102230246251565e-15
667,200,365,1.2,0.8,0.08,0,0.02,0.7,U(0.4,N(0.6,0.6998679064330424,1.7114908058347817e-15,3.3306690738754696e-16
668,200,365,1.2,0.8,0.08,0,0.02,0.7,U(0.4,0.15),0.6998712911514913,1.7699441347400553e-15,6.661338147750939e-16
669,200,365,1.2,0.8,0.08,0,0.02,0.7,0.9),0.3,0.6998759677146404,7.5028408725299275e-16,7.771561172376096e-16
670,200,365,1.2,0.8,0.08,0,0.02,0.7,0.9),0.8,0.6998678006324041,7.582506277201706e-16,8.881784197001252e-16
671,200,365,1.2,0.8,0.08,0,0.02,0.7,0.9),N(0.6,0.6998837009866742,1.5321882228144018e-15,5.551115123125783e-16
672,200,365,1.2,0.8,0.08,0,0.02,0.7,0.9),0.15),0.6998670285061624,7.654502670985637e-16,6.661338147750939e-16
673,200,365,1.2,0.8,0.08,0,0.05,0.6,0.3,0.3,0.5999999992857314,1.5999542610469162e-15,4.440892098500626e-16
674,200,365,1.2,0.8,0.08,0,0.05,0.6,0.3,0.8,0.5999999993056626,2.2844845273848925e-15,4.440892098500626e-16
675,200,365,1.2,0.8,0.08,0,0.05,0.6,0.3,N(0.6,0.5999999993060775,1.382506308010565e-15,4.440892098500626e-16
676,200,365,1.2,0.8,0.08,0,0.05,0.6,0.3,0.15),0.5999999992226149,1.745505759698746e-15,4.440892098500626e-16
677,200,365,1.2,0.8,0.08,0,0.05,0.6,0.6,0.3,0.5999999992687073,2.25183774878595e-15,5.551115123125783e-16
678,200,365,1.2,0.8,0.08,0,0.05,0.6,0.6,0.8,0.5999999992461796,1.4454233994478136e-16,7.771561172376096e-16
679,200,365,1.2,0.8,0.08,0,0.05,0.6,0.6,N(0.6,0.599999999266732,2.352533510483832e-15,5.551115123125783e-16
680,200,365,1.2,0.8,0.08,0,0.05,0.6,0.6,0.15),0.5999999994632901,9.377935006199324e-16,6.661338147750939e-16
681,200,365,1.2,0.8,0.08,0,0.05,0.6,U(0.4,0.3,0.5999999991967931,2.4627564629381026e-15,8.881784197001252e-16
682,200,365,1.2,0.8,0.08,0,0.05,0.6,U(0.4,0.8,0.5999999992128238,1.0984196723841965e-15,8.881784197001252e-16
683,200,365,1.2,0.8,0.08,0,0.05,0.6,U(0.4,N(0.6,0.5999999992019874,2.6608203612044838e-15,4.440892098500626e-16
684,200,365,1.2,0.8,0.08,0,0.05,0.6,U(0.4,0.15),0.5999999992643135,1.97988908063255e-15,3.3306690738754696e-16
685,200,365,1.2,0.8,0.08,0,0.05,0.6,0.9),0.3,0.599999999224706,1.7697526134350807e-15,6.661338147750939e-16
686,200,365,1.2,0.8,0.08,0,0.05,0.6,0.9),0.8,0.5999999991834803,2.1752014683366963e-15,1.1102230246251565e-15
687,200,365,1.2,0.8,0.08,0,0.05,0.6,0.9),N(0.6,0.5999999992848758,9.029396832001349e-16,3.3306690738754696e-16
688,200,365,1.2,0.8,0.08,0,0.05,0.6,0.9),0.15),0.5999999991214376,2.3498861050674057e-15,5.551115123125783e-16
689,200,365,1.2,0.8,0.08,0,0.05,0.7,0.3,0.3,0.6999999985608142,2.3062194462842845e-16,4.440892098500626e-16
690,200,365,1.2,0.8,0.08,0,0.05,0.7,0.3,0.8,0.6999999985337289,7.744949559287464e-16,6.661338147750939e-16
691,200,365,1.2,0.8,0.08,0,0.05,0.7,0.3,N(0.6,0.6999999985993131,2.3595569707285586e-15,5.551115123125783e-16
692,200,365,1.2,0.8,0.08,0,0.05,0.7,0.3,0.15),0.699999998570898,1.6395629887433537e-15,4.440892098500626e-16
693,200,365,1.2,0.8,0.08,0,0.05,0.7,0.6,0.3,0.6999999985581425,1.6597741389874412e-16,7.771561172376096e-16
694,200,365,1.2,0.8,0.08,0,0.05,0.7,0.6,0.8,0.699999998638788,1.2079257120650135e-15,1.3322676295501878e-15
695,200,365,1.2,0.8,0.08,0,0.05,0.7,0.6,N(0.6,0.6999999985124247,9.784460456231412e-16,5.551115123125783e-16
696,200,365,1.2,0.8,0.08,0,0.05,0.7,0.6,0.15),0.6999999985465589,1.1102507798538362e-15,5.551115123125783e-16
697,200,365,1.2,0.8,0.08,0,0.05,0.7,U(0.4,0.3,0.6999999984668812,1.2822234828786226e-15,3.3306690738754696e-16
698,200,365,1.2,0.8,0.08,0,0.05,0.7,U(0.4,0.8,0.6999999985793732,8.337028326745543e-16,1.5543122344752192e-15
699,200,365,1.2,0.8,0.08,0,0.05,0.7,U(0.4,N(0.6,0.6999999985200859,1.4454233994478136e-16,6.661338147750939e-16
700,200,365,1.2,0.8,0.08,0,0.05,0.7,U(0.4,0.15),0.6999999985282459,2.178032915154911e-15,6.661338147750939e-16
701,200,365,1.2,0.8,0.08,0,0.05,0.7,0.9),0.3,0.6999999986000482,1.9444439841004885e-15,3.3306690738754696e-16
702,200,365,1.2,0.8,0.08,0,0.05,0.7,0.9),0.8,0.6999999985396497,3.152231894685689e-15,1.2212453270876722e-15
703,200,365,1.2,0.8,0.08,0,0.05,0.7,0.9),N(0.6,0.6999999985309069,8.358438485664404e-16,7.771561172376096e-16
704,200,365,1.2,0.8,0.08,0,0.05,0.7,0.9),0.15),0.6999999985787335,2.0132724452092197e-15,5.551115123125783e-16
705,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.3,0.3,0.6030461750789236,0.012585019616664531,0.07680557348426897
706,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.3,0.8,0.5999506223553758,0.013687104298861632,0.07526391016441625
707,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.3,N(0.6,0.5996792391743155,0.013796402764357224,0.06519252447413648
708,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.3,0.15),0.6016399148964117,0.013258044280500135,0.06787246034914984
709,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.6,0.3,0.6024753854817548,0.01093490420690566,0.053992905168194216
710,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.6,0.8,0.6029287420179612,0.011627200535454024,0.07052373995951255
711,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.6,N(0.6,0.6033168061215334,0.00973451651179412,0.05954425109184025
712,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.6,0.15),0.5937361085397805,0.011357072844457687,0.06704640451737343
713,200,365,1.2,0.8,0.08,0.01,0.02,0.6,U(0.4,0.3,0.6010006749618221,0.01141894131764311,0.062269245748219126
714,200,365,1.2,0.8,0.08,0.01,0.02,0.6,U(0.4,0.8,0.6026561690607953,0.01149078205017867,0.053342634183313864
715,200,365,1.2,0.8,0.08,0.01,0.02,0.6,U(0.4,N(0.6,0.6056358574484384,0.01145048699431342,0.053059555761451827
716,200,365,1.2,0.8,0.08,0.01,0.02,0.6,U(0.4,0.15),0.6027188906272559,0.011376911384228871,0.06177243159926993
717,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.9),0.3,0.5936712208787667,0.010349320001309769,0.05565803583223572
718,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.9),0.8,0.6000807547561761,0.010418046688997908,0.06617918868402617
719,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.9),N(0.6,0.6038951528569299,0.01005148961143496,0.060549416419473645
720,200,365,1.2,0.8,0.08,0.01,0.02,0.6,0.9),0.15),0.6032462915957276,0.01042383199674724,0.06426823549087124
721,200,365,1.2,0.8,0.08,0.01,0.02,0.7,0.3,0.3,0.7005902045370382,0.013667729865485215,0.077624098204924
722,200,365,1.2,0.8,0.08,0.01,0.02,0.7,0.3,0.8,0.6949132036648211,0.014066407914567853,0.08057471734789268
723,200,365,1.2,0.8,0.08,0.01,0.02,0.7,0.3,N(0.6,0.7044179571422621,0.013170944479729593,0.06725969461293813
724,200,365,1.2,0.8,0.08,0.01,0.02,0.7,0.3,0.15),0.6982720889302614,0.01410632571366464,0.08363636540870056
725,200,365,1.2,0.8,0.08,0.01,0.02,0.7,0.6,0.3,0.6946561979694161,0.010056892502265673,0.05397400476435854
726,200,365,1.2,0.8,0.08,0.01,0.02,0.7,0.6,0.8,0.6971596457284405,0.011130852688066914,0.05816623300184098
727,200,365,1.2,0.8,0.08,0.01,0.02,0.7,0.6,N(0.6,0.6996290513061107,0.010774963164053075,0.058389364176028025
728,200,365,1.2,0.8,0.08,0.01,0.02,0.7,0.6,0.15),0.7001216361298315,0.01073301708411923,0.0530630578142649
